geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r4	d14_r7	d14_r8	d14_r9	d14_r10	d28_r8	d28_r14
ENSG00000279056.1	AP003400.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280201.1	AP003400.6	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279163.1	AP003122.6	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279299.1	AP000648.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279836.1	AP002967.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280339.1	AP001528.3	lncRNA	TEC	0.125046	0.111922	0.254207	0.1	0.130405	0.400521	0.116348	0.225465	0.554544
ENSG00000280085.1	AP001002.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279209.1	AP001002.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279438.1	AP001002.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280430.1	AP002782.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280124.1	AP003485.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278980.1	AP003485.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280093.1	AP002791.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280385.1	AP000648.3	lncRNA	TEC	1.45963	0.912153	1.49078	1.47472	0.808611	1.0683	1.13762	2.20964	1.59784
ENSG00000278859.1	AP002799.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278892.1	AP002371.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	1.27227	2.44304	0.1
ENSG00000279304.1	AP003072.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279269.1	AP003072.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279684.1	AP003969.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.187495	0.164207	0.1	0.194631
ENSG00000279454.1	AP003499.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278953.1	AP003499.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280379.1	AP003072.5	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.809521	0.1	0.1	0.1
ENSG00000280367.1	AP002364.1	lncRNA	TEC	0.1	0.143396	0.1	0.177276	0.165912	0.515854	0.297035	0.286623	0.1
ENSG00000279696.1	AP001273.1	lncRNA	TEC	1.75695	1.85616	1.34475	1.63975	1.53203	1.41944	1.65286	2.92533	4.11239
ENSG00000280167.1	AP000943.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	3.48031	0.1	0.1
ENSG00000279771.1	AP000997.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.213318	0.1	0.188671	0.1	0.1
ENSG00000279818.1	AP002991.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278945.1	AP000770.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279586.1	AP000711.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280032.1	AP002800.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280143.1	AP000892.3	lncRNA	TEC	3.17555	3.78236	3.27467	4.13536	2.78469	3.58573	4.45768	3.49214	3.5403
ENSG00000279358.1	AP002833.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279090.1	AP000843.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280237.3	MIR4697HG	lncRNA	TEC	8.18133	7.98812	8.23923	7.42108	7.40519	6.12363	6.90819	7.66315	7.13327
ENSG00000279497.1	AP003784.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279711.1	AP004782.1	lncRNA	TEC	0.107906	0.1	0.327318	0.716634	0.670684	1.01955	0.891826	0.383229	0.118546
ENSG00000279189.1	AP003972.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279046.1	AP003062.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280202.1	AC005831.1	lncRNA	TEC	0.1	0.348222	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280345.1	AC092184.1	lncRNA	TEC	0.1	0.1	0.1	0.877545	0.1	0.1	0.1	1.41055	0.1
ENSG00000279865.1	AC006511.3	lncRNA	TEC	0.22485	0.1	0.1	0.250266	0.468996	0.720868	0.418453	0.814195	0.997953
ENSG00000279173.1	AC092451.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278969.1	AC026310.3	lncRNA	TEC	0.395789	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.227735
ENSG00000278896.1	AC025031.5	lncRNA	TEC	0.1	0.111044	0.1	0.1	0.13207	0.1	0.118146	0.1	0.137745
ENSG00000279840.1	AC004801.7	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279875.1	AC074029.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.533653	0.329979
ENSG00000280054.1	AC004241.5	lncRNA	TEC	0.1	0.1	0.1	0.32925	0.308927	0.1	0.136772	0.1	0.1
ENSG00000279134.1	AC090643.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279411.1	AC090643.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279444.1	AC135584.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280181.1	AC025262.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280320.1	AC025262.3	lncRNA	TEC	26.3962	23.9264	19.2808	2.63751	7.38269	20.9121	6.69822	4.24138	11.0055
ENSG00000279505.1	AC022513.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279310.1	AC073530.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279551.1	AC025263.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280049.1	AC079597.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279530.2	AC092881.1	lncRNA	TEC	0.169272	0.1	0.1	0.1	0.1	0.177211	0.311872	0.303547	0.1
ENSG00000279939.1	AC025034.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279190.1	AC007656.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279798.1	AC018659.2	lncRNA	TEC	0.1	0.1	0.506558	0.1	0.1	0.1	0.1	0.910344	0.564312
ENSG00000279148.1	AC126474.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280088.1	AC126474.2	lncRNA	TEC	2.68841	2.14788	2.18258	2.33744	1.1063	3.09807	0.738409	3.34155	4.07901
ENSG00000279176.1	AC079316.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.291391	0.1	0.1
ENSG00000279630.1	AC190387.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1.6615
ENSG00000280426.1	AC084876.2	lncRNA	TEC	0.1	0.1	0.276717	0.298029	0.1	0.287476	0.751193	0.1	0.1
ENSG00000280110.1	AC087893.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279360.1	AC007546.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278993.1	AC002350.1	lncRNA	TEC	0.1	0.1	0.239495	0.1	0.499652	1.29195	0.663059	0.847458	0.546649
ENSG00000279925.1	AC144522.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279001.1	AC079602.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280120.1	AC073857.1	lncRNA	TEC	3.90685	5.3971	4.56272	7.09986	6.64803	8.81844	6.62132	8.95485	6.47372
ENSG00000280381.1	AC026362.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280138.1	AC027290.2	lncRNA	TEC	0.1	0.1	0.1	0.235433	0.291483	0.230953	0.302663	0.1	0.182044
ENSG00000278861.1	AC117503.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	2.32418	0.1
ENSG00000279953.1	AC117503.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280097.1	AC073592.8	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278973.1	AC073592.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280444.1	AC073592.10	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279087.1	AC073592.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279931.1	AC073593.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280300.1	AC117503.4	lncRNA	TEC	0.966231	0.854527	1.87284	0.1	0.983304	0.999766	3.61575	3.3946	0.1
ENSG00000280117.1	AC122688.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280125.1	AC005252.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280415.1	AC005252.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280364.1	AC005858.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280398.1	AC005858.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280272.1	AC005858.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000278866.1	AC006065.5	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279171.1	AC006065.6	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280024.1	AC048347.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279952.1	AC068787.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279475.1	AC087894.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279180.1	AC061709.2	lncRNA	TEC	0.535022	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279500.1	AC108704.2	lncRNA	TEC	0.538073	0.23876	0.1	0.294581	0.553895	0.564406	0.1	0.1	0.298054
ENSG00000279193.1	AC026336.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280051.1	AC079456.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280196.1	AC055717.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279343.1	AC127071.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279478.1	AC127071.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280405.1	AC026336.5	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279650.1	AC073912.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279233.1	AC122688.3	lncRNA	TEC	0.457475	0.407475	0.116387	0.898577	1.07903	0.616044	1.38276	0.61084	0.129769
ENSG00000279905.1	AC063926.3	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279146.1	AC063926.2	lncRNA	TEC	0.1	0.1	0.1	0.1	0.332161	0.1	0.1	0.1	0.1
ENSG00000280217.1	AC126564.1	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000279746.1	AC092850.1	lncRNA	TEC	0.1	0.111586	0.127786	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000280319.1	AC073578.4	lncRNA	TEC	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
